FID,latitude,longitude,brightness,acq_date,acq_time,confidence,frp,local_time,RASTERVALU
851,38.991000000000000,116.754000000000000,318.399999999999980,10/14/2014 0:00:00,3,70,18.199999999999999,11,12
852,38.921999999999997,117.098000000000000,314.100000000000020,3/21/2010 0:00:00,5,60,13.800000000000001,13,10
853,39.017000000000003,116.631000000000000,338.899999999999980,11/12/2013 0:00:00,3,89,51.100000000000001,11,12
854,39.106000000000002,116.184000000000000,319.500000000000000,6/17/2005 0:00:00,3,36,9.400000000000000,11,12
855,38.956000000000003,116.937000000000000,320.899999999999980,7/11/2012 0:00:00,3,19,12.100000000000000,11,13
856,38.954999999999998,116.944000000000000,323.699999999999990,6/4/2010 0:00:00,3,61,10.500000000000000,11,13
857,39.101999999999997,116.211000000000000,320.500000000000000,6/17/2005 0:00:00,3,44,10.000000000000000,11,12
858,38.957000000000001,116.940000000000000,325.500000000000000,6/9/2012 0:00:00,3,67,11.600000000000000,11,13
859,38.957999999999998,116.938000000000000,323.100000000000020,6/14/2006 0:00:00,5,72,10.800000000000001,13,13
860,38.957999999999998,116.941000000000000,317.100000000000020,6/12/2007 0:00:00,3,67,7.900000000000000,11,13
861,38.957999999999998,116.941000000000000,321.399999999999980,6/30/2012 0:00:00,5,67,13.300000000000001,13,13
862,38.957999999999998,116.941000000000000,317.100000000000020,6/12/2007 0:00:00,3,67,7.900000000000000,11,13
863,38.957999999999998,116.941000000000000,321.399999999999980,6/30/2012 0:00:00,5,67,13.300000000000001,13,13
864,38.957999999999998,116.941000000000000,317.100000000000020,6/12/2007 0:00:00,3,67,7.900000000000000,11,13
865,38.957999999999998,116.941000000000000,321.399999999999980,6/30/2012 0:00:00,5,67,13.300000000000001,13,13
866,39.125000000000000,116.104000000000000,310.000000000000000,4/5/2004 0:00:00,5,22,6.000000000000000,13,12
867,38.923999999999999,117.108999999999990,312.800000000000010,3/21/2010 0:00:00,5,56,13.300000000000001,13,12
868,38.959000000000003,116.946000000000000,317.399999999999980,6/30/2008 0:00:00,3,50,10.900000000000000,11,13
869,38.959000000000003,116.940000000000000,327.300000000000010,6/20/2010 0:00:00,3,75,20.100000000000001,11,13
870,38.960000000000001,116.938000000000000,329.500000000000000,7/9/2011 0:00:00,3,54,17.300000000000001,11,14
871,38.960000000000001,116.938999999999990,329.899999999999980,6/12/2011 0:00:00,5,83,18.600000000000001,13,13
872,39.042000000000002,116.533000000000000,315.399999999999980,9/24/2014 0:00:00,4,64,26.500000000000000,12,12
873,38.959000000000003,116.946000000000000,317.399999999999980,6/30/2008 0:00:00,3,50,10.900000000000000,11,13
874,38.960999999999999,116.938999999999990,333.899999999999980,7/6/2010 0:00:00,3,84,22.300000000000001,11,13
875,38.960000000000001,116.944000000000000,324.800000000000010,6/28/2007 0:00:00,3,74,18.899999999999999,11,13
876,39.043999999999997,116.528000000000010,313.899999999999980,9/24/2014 0:00:00,4,46,22.000000000000000,12,12
877,39.040999999999997,116.547000000000000,315.699999999999990,10/14/2014 0:00:00,3,64,14.699999999999999,11,12
878,38.962000000000003,116.944999999999990,318.600000000000020,6/12/2013 0:00:00,3,23,12.400000000000000,11,13
879,38.963999999999999,116.936000000000010,315.899999999999980,4/5/2014 0:00:00,3,65,10.500000000000000,11,14
880,39.026000000000003,116.633000000000000,315.100000000000020,11/12/2013 0:00:00,3,63,18.300000000000001,11,12
881,38.963999999999999,116.944999999999990,325.000000000000000,6/7/2011 0:00:00,3,48,6.600000000000000,11,12
882,39.024000000000001,116.656000000000010,313.899999999999980,10/24/2005 0:00:00,4,60,38.899999999999999,12,12
883,38.962000000000003,116.964000000000000,322.500000000000000,11/4/2013 0:00:00,6,75,41.299999999999997,14,12
884,39.030000000000001,116.632000000000010,310.100000000000020,10/24/2005 0:00:00,4,28,27.100000000000001,12,12
885,39.029000000000003,116.637000000000000,313.800000000000010,10/24/2005 0:00:00,5,59,10.800000000000001,13,12
886,39.029000000000003,116.640000000000000,313.100000000000020,10/23/2009 0:00:00,3,57,13.100000000000000,11,12
887,39.027000000000001,116.652000000000000,315.000000000000000,10/23/2009 0:00:00,3,62,15.300000000000001,11,12
888,39.137999999999998,116.099000000000000,312.600000000000020,10/14/2007 0:00:00,5,55,10.100000000000000,13,12
889,39.034999999999997,116.624000000000000,310.500000000000000,10/8/2014 0:00:00,5,40,7.300000000000000,13,12
890,38.985999999999997,116.878000000000000,310.500000000000000,10/16/2014 0:00:00,3,39,11.100000000000000,11,12
891,39.085999999999999,116.385000000000010,315.899999999999980,7/22/2010 0:00:00,3,65,8.300000000000001,11,12
892,39.036999999999999,116.636000000000000,312.699999999999990,10/8/2014 0:00:00,5,55,9.600000000000000,13,12
893,39.085999999999999,116.395000000000000,318.800000000000010,7/5/2013 0:00:00,3,70,13.400000000000000,11,12
894,38.993000000000002,116.863000000000000,314.699999999999990,3/4/2014 0:00:00,3,62,17.699999999999999,11,12
895,38.991000000000000,116.874000000000000,328.000000000000000,3/4/2014 0:00:00,3,81,34.299999999999997,11,12
896,39.142000000000003,116.117000000000000,331.600000000000020,6/15/2007 0:00:00,5,84,17.199999999999999,13,12
897,38.991999999999997,116.873000000000000,317.300000000000010,10/16/2014 0:00:00,3,68,17.899999999999999,11,12
898,39.030000000000001,116.686000000000010,317.399999999999980,7/17/2014 0:00:00,3,47,11.100000000000000,11,12
899,39.136000000000003,116.154000000000000,311.800000000000010,10/16/2008 0:00:00,5,51,7.600000000000000,13,12
900,39.088999999999999,116.394000000000010,316.399999999999980,8/18/2014 0:00:00,3,66,10.699999999999999,11,10
901,39.090000000000003,116.389000000000000,315.100000000000020,5/4/2008 0:00:00,3,63,8.800000000000001,11,10
902,39.031999999999996,116.680000000000010,313.899999999999980,6/12/2013 0:00:00,3,36,8.400000000000000,11,12
903,39.088999999999999,116.395000000000000,318.199999999999990,8/17/2011 0:00:00,3,8,14.400000000000000,11,10
904,39.030000000000001,116.691999999999990,316.399999999999980,6/12/2013 0:00:00,3,57,11.400000000000000,11,14
905,39.090000000000003,116.395000000000000,313.699999999999990,4/27/2011 0:00:00,3,57,9.000000000000000,11,10
906,39.033000000000001,116.684000000000000,316.699999999999990,4/27/2008 0:00:00,3,64,10.400000000000000,11,12
907,39.042000000000002,116.640000000000000,315.500000000000000,10/25/2013 0:00:00,3,64,22.600000000000001,11,12
908,39.033000000000001,116.688999999999990,321.300000000000010,7/30/2013 0:00:00,3,44,14.100000000000000,11,14
909,39.091999999999999,116.394000000000010,319.199999999999990,5/5/2014 0:00:00,3,45,10.600000000000000,11,10
910,39.082999999999998,116.440000000000000,328.300000000000010,6/15/2005 0:00:00,3,81,13.100000000000000,11,13
911,39.034999999999997,116.686000000000010,311.199999999999990,3/20/2009 0:00:00,3,47,12.000000000000000,11,12
912,38.960000000000001,117.057000000000000,311.000000000000000,5/11/2011 0:00:00,5,45,6.300000000000000,13,12
913,39.060000000000002,116.563999999999990,319.000000000000000,8/7/2014 0:00:00,5,36,11.699999999999999,13,12
914,38.969999999999999,117.011000000000000,314.000000000000000,6/12/2013 0:00:00,3,57,8.300000000000001,11,12
915,39.017000000000003,116.785000000000000,316.199999999999990,7/30/2013 0:00:00,3,26,9.699999999999999,11,12
916,39.100000000000001,116.370000000000000,319.500000000000000,5/11/2011 0:00:00,5,51,10.199999999999999,13,12
917,38.970999999999997,117.012000000000000,313.100000000000020,6/20/2014 0:00:00,5,55,8.300000000000001,13,12
918,39.064999999999998,116.547000000000000,316.800000000000010,6/10/2009 0:00:00,3,67,8.000000000000000,11,12
919,39.067000000000000,116.544000000000000,315.699999999999990,7/7/2013 0:00:00,3,53,6.400000000000000,11,12
920,39.061999999999998,116.571000000000000,316.100000000000020,7/30/2013 0:00:00,3,40,9.699999999999999,11,12
921,39.100999999999999,116.377000000000000,320.800000000000010,5/13/2012 0:00:00,5,62,10.500000000000000,13,13
922,39.100999999999999,116.379000000000000,325.300000000000010,7/30/2011 0:00:00,5,54,17.100000000000001,13,13
923,39.103000000000002,116.377000000000000,328.600000000000020,6/12/2011 0:00:00,5,43,12.900000000000000,13,13
924,39.103000000000002,116.370000000000000,326.300000000000010,8/7/2014 0:00:00,5,45,15.400000000000000,13,12
925,39.069000000000003,116.548000000000000,315.000000000000000,7/23/2013 0:00:00,3,62,10.000000000000000,11,12
926,39.103000000000002,116.377000000000000,328.600000000000020,6/12/2011 0:00:00,5,43,12.900000000000000,13,13
927,39.115000000000002,116.319000000000000,325.600000000000020,6/13/2009 0:00:00,5,79,9.800000000000001,13,12
928,39.103999999999999,116.376000000000000,318.699999999999990,9/3/2014 0:00:00,3,53,13.199999999999999,11,12
929,39.052999999999997,116.637000000000000,319.899999999999980,6/27/2014 0:00:00,5,62,9.300000000000001,13,12
930,39.052999999999997,116.640000000000000,311.000000000000000,8/25/2014 0:00:00,3,44,8.699999999999999,11,12
931,39.024999999999999,116.780000000000000,313.500000000000000,7/30/2011 0:00:00,5,44,7.600000000000000,13,13
932,39.104999999999997,116.381000000000000,320.899999999999980,7/25/2011 0:00:00,3,71,15.199999999999999,11,10
933,39.106000000000002,116.377000000000000,320.199999999999990,5/6/2011 0:00:00,3,70,9.400000000000000,11,10
934,39.106000000000002,116.378000000000000,319.500000000000000,4/25/2013 0:00:00,3,65,9.400000000000000,11,10
935,39.055000000000000,116.640000000000000,313.300000000000010,7/23/2013 0:00:00,3,52,8.500000000000000,11,12
936,39.055999999999997,116.638000000000010,313.100000000000020,7/7/2011 0:00:00,5,57,10.900000000000000,13,12
937,39.039999999999999,116.720000000000000,310.800000000000010,10/5/2013 0:00:00,5,30,7.000000000000000,13,12
938,39.029000000000003,116.776000000000000,317.199999999999990,8/7/2014 0:00:00,5,26,9.300000000000001,13,12
939,39.055999999999997,116.643000000000000,318.399999999999980,5/12/2014 0:00:00,5,69,13.699999999999999,13,12
940,39.027999999999999,116.783000000000000,320.100000000000020,8/2/2014 0:00:00,3,61,13.100000000000000,11,13
941,39.057000000000002,116.647000000000010,319.699999999999990,5/7/2014 0:00:00,3,72,9.100000000000000,11,12
942,39.057000000000002,116.640000000000000,314.100000000000020,8/18/2014 0:00:00,3,60,10.600000000000000,11,12
943,39.055999999999997,116.645000000000000,321.699999999999990,7/10/2014 0:00:00,3,74,12.199999999999999,11,12
944,39.055999999999997,116.646000000000000,319.500000000000000,7/26/2014 0:00:00,3,71,12.100000000000000,11,12
945,39.058000000000000,116.640000000000000,318.800000000000010,7/28/2013 0:00:00,5,57,13.300000000000001,13,12
946,39.057000000000002,116.647000000000010,319.699999999999990,5/7/2014 0:00:00,3,72,9.100000000000000,11,12
947,39.030000000000001,116.783000000000000,314.000000000000000,4/25/2013 0:00:00,3,50,6.700000000000000,11,12
948,39.058999999999997,116.646000000000000,315.300000000000010,7/30/2013 0:00:00,3,24,8.600000000000000,11,12
949,39.061000000000000,116.645000000000000,323.600000000000020,6/8/2014 0:00:00,3,77,9.400000000000000,11,12
950,39.125999999999998,116.318000000000000,333.000000000000000,6/30/2012 0:00:00,5,85,29.100000000000001,13,12
951,38.954999999999998,117.171000000000010,317.800000000000010,7/31/2014 0:00:00,5,52,11.100000000000000,13,12
952,39.128000000000000,116.319000000000000,331.000000000000000,6/1/2013 0:00:00,5,84,15.699999999999999,13,12
953,39.128000000000000,116.325000000000000,316.800000000000010,7/16/2011 0:00:00,3,66,9.800000000000001,11,12
954,39.128000000000000,116.319999999999990,323.300000000000010,6/12/2013 0:00:00,3,76,13.199999999999999,11,12
955,39.128000000000000,116.325000000000000,316.800000000000010,7/16/2011 0:00:00,3,66,9.800000000000001,11,12
956,39.043999999999997,116.749000000000000,313.699999999999990,10/11/2013 0:00:00,3,59,10.900000000000000,11,12
957,39.131000000000000,116.313999999999990,317.600000000000020,7/11/2012 0:00:00,3,68,10.300000000000001,11,12
958,39.128999999999998,116.325999999999990,318.100000000000020,7/11/2012 0:00:00,3,69,10.900000000000000,11,12
959,39.131000000000000,116.316999999999990,313.199999999999990,6/20/2014 0:00:00,5,27,7.400000000000000,13,12
960,39.131000000000000,116.321000000000000,320.399999999999980,6/4/2010 0:00:00,3,73,13.900000000000000,11,12
961,39.131999999999998,116.328000000000000,317.300000000000010,6/20/2010 0:00:00,3,68,8.100000000000000,11,12
962,39.133000000000003,116.318000000000000,319.600000000000020,7/5/2013 0:00:00,3,71,13.000000000000000,11,12
963,39.134000000000000,116.316999999999990,318.899999999999980,6/20/2010 0:00:00,3,70,10.000000000000000,11,12
964,38.984000000000002,117.063999999999990,328.199999999999990,6/12/2004 0:00:00,3,80,20.300000000000001,11,12
965,39.131999999999998,116.328000000000000,317.300000000000010,6/20/2010 0:00:00,3,68,8.100000000000000,11,12
966,38.994999999999997,117.012000000000000,314.800000000000010,6/21/2007 0:00:00,5,62,17.000000000000000,13,12
967,39.055000000000000,116.715999999999990,314.699999999999990,6/28/2007 0:00:00,3,53,9.600000000000000,11,12
968,39.134000000000000,116.322000000000000,318.199999999999990,6/14/2011 0:00:00,3,59,8.000000000000000,11,12
969,39.055000000000000,116.724000000000000,321.500000000000000,6/24/2014 0:00:00,3,33,10.800000000000001,11,12
970,39.057000000000002,116.715999999999990,316.399999999999980,4/27/2008 0:00:00,3,52,7.700000000000000,11,10
971,39.125999999999998,116.372000000000000,319.800000000000010,7/24/2009 0:00:00,5,54,14.900000000000000,13,13
972,39.081000000000003,116.611000000000000,315.899999999999980,8/12/2010 0:00:00,5,65,10.800000000000001,13,12
973,39.128000000000000,116.378000000000000,329.000000000000000,6/14/2006 0:00:00,5,81,11.699999999999999,13,13
974,39.130000000000003,116.369000000000000,331.800000000000010,6/12/2011 0:00:00,5,72,20.100000000000001,13,13
975,39.128000000000000,116.381000000000000,315.800000000000010,4/27/2008 0:00:00,3,41,8.199999999999999,11,12
976,39.128999999999998,116.379000000000000,321.000000000000000,6/19/2008 0:00:00,5,49,8.800000000000001,13,12
977,39.130000000000003,116.374000000000000,323.000000000000000,5/19/2010 0:00:00,3,42,10.600000000000000,11,12
978,39.131000000000000,116.369000000000000,324.500000000000000,5/24/2010 0:00:00,5,71,9.600000000000000,13,12
979,39.082000000000001,116.616000000000000,318.699999999999990,8/2/2014 0:00:00,3,65,12.600000000000000,11,12
980,39.130000000000003,116.375000000000000,317.699999999999990,5/11/2011 0:00:00,5,56,8.500000000000000,13,12
981,39.064000000000000,116.708000000000000,314.300000000000010,7/23/2004 0:00:00,5,52,29.300000000000001,13,13
982,39.130000000000003,116.377000000000000,318.199999999999990,5/13/2008 0:00:00,3,47,11.000000000000000,11,12
983,39.082999999999998,116.614000000000000,318.399999999999980,7/30/2013 0:00:00,3,69,13.000000000000000,11,12
984,39.131999999999998,116.373000000000000,323.300000000000010,5/29/2006 0:00:00,5,70,13.400000000000000,13,12
985,39.131999999999998,116.373000000000000,321.000000000000000,8/15/2007 0:00:00,3,23,12.400000000000000,11,12
986,39.131999999999998,116.375000000000000,318.600000000000020,8/20/2007 0:00:00,5,22,10.100000000000000,13,12
987,39.131999999999998,116.372000000000000,320.300000000000010,5/18/2008 0:00:00,5,69,12.400000000000000,13,12
988,39.131999999999998,116.378000000000000,327.300000000000010,6/7/2011 0:00:00,3,74,10.800000000000001,11,12
989,39.131999999999998,116.370000000000000,330.899999999999980,6/14/2012 0:00:00,5,83,20.000000000000000,13,12
990,39.085000000000001,116.607000000000000,321.100000000000020,8/7/2014 0:00:00,5,62,14.400000000000000,13,12
991,38.994000000000000,117.058000000000010,314.600000000000020,8/10/2011 0:00:00,3,22,8.400000000000000,11,12
992,39.131999999999998,116.372000000000000,320.300000000000010,5/18/2008 0:00:00,5,69,12.400000000000000,13,12
993,39.084000000000003,116.614000000000000,314.000000000000000,8/13/2013 0:00:00,5,60,10.400000000000000,13,12
994,39.078000000000003,116.644000000000010,314.100000000000020,10/15/2014 0:00:00,6,57,13.800000000000001,14,12
995,39.131000000000000,116.378000000000000,331.199999999999990,6/22/2009 0:00:00,5,67,18.500000000000000,13,12
996,39.061000000000000,116.729000000000000,323.300000000000010,8/13/2009 0:00:00,3,62,15.500000000000000,11,10
997,39.131999999999998,116.373000000000000,323.300000000000010,5/29/2006 0:00:00,5,70,13.400000000000000,13,12
998,39.131999999999998,116.373000000000000,321.000000000000000,8/15/2007 0:00:00,3,23,12.400000000000000,11,12
999,39.131999999999998,116.373000000000000,323.300000000000010,5/29/2006 0:00:00,5,70,13.400000000000000,13,12
1000,39.131999999999998,116.373000000000000,321.000000000000000,8/15/2007 0:00:00,3,23,12.400000000000000,11,12
1001,39.131999999999998,116.375000000000000,318.600000000000020,8/20/2007 0:00:00,5,22,10.100000000000000,13,12
1002,39.133000000000003,116.371000000000000,323.300000000000010,7/19/2007 0:00:00,5,37,14.600000000000000,13,12
1003,39.084000000000003,116.617999999999990,311.100000000000020,9/3/2014 0:00:00,3,46,8.699999999999999,11,12
1004,39.133000000000003,116.372000000000000,317.699999999999990,6/27/2005 0:00:00,5,68,13.800000000000001,13,12
1005,39.134000000000000,116.367000000000000,324.699999999999990,6/30/2012 0:00:00,5,53,14.000000000000000,13,12
1006,39.033000000000001,116.872000000000000,318.000000000000000,5/4/2013 0:00:00,3,69,6.900000000000000,11,12
1007,39.131999999999998,116.378000000000000,327.300000000000010,6/7/2011 0:00:00,3,74,10.800000000000001,11,12
1008,39.085000000000001,116.614999999999990,314.800000000000010,7/22/2010 0:00:00,3,62,9.300000000000001,11,12
1009,39.133000000000003,116.374000000000000,331.399999999999980,6/1/2009 0:00:00,3,84,14.699999999999999,11,12
1010,39.131999999999998,116.381000000000000,316.000000000000000,7/14/2007 0:00:00,3,30,9.199999999999999,11,12
1011,39.067000000000000,116.711000000000000,312.199999999999990,8/12/2007 0:00:00,6,44,43.200000000000003,14,13
1012,39.067000000000000,116.709999999999990,314.300000000000010,8/3/2013 0:00:00,5,26,63.100000000000001,13,13
1013,39.067000000000000,116.711000000000000,312.199999999999990,8/12/2007 0:00:00,6,44,43.200000000000003,14,13
1014,39.134000000000000,116.376000000000000,316.199999999999990,7/11/2006 0:00:00,3,29,8.900000000000000,11,7
1015,39.009000000000000,116.999000000000000,316.699999999999990,11/17/2014 0:00:00,3,66,25.899999999999999,11,12
1016,39.134000000000000,116.377000000000000,318.000000000000000,4/30/2009 0:00:00,3,67,8.199999999999999,11,7
1017,39.066000000000003,116.718999999999990,315.899999999999980,8/9/2013 0:00:00,4,32,49.299999999999997,12,10
1018,39.134000000000000,116.378000000000000,327.800000000000010,6/20/2010 0:00:00,3,71,19.699999999999999,11,7
1019,39.134999999999998,116.373000000000000,317.899999999999980,5/6/2011 0:00:00,3,58,8.100000000000000,11,12
1020,39.134999999999998,116.373000000000000,316.500000000000000,4/25/2013 0:00:00,3,47,6.800000000000000,11,12
1021,39.134999999999998,116.373000000000000,317.899999999999980,5/6/2011 0:00:00,3,58,8.100000000000000,11,12
1022,39.134999999999998,116.373000000000000,316.500000000000000,4/25/2013 0:00:00,3,47,6.800000000000000,11,12
1023,39.000999999999998,117.041000000000000,313.699999999999990,4/3/2014 0:00:00,3,49,15.800000000000001,11,12
1024,39.134000000000000,116.381000000000000,317.399999999999980,6/12/2007 0:00:00,3,68,7.900000000000000,11,12
1025,39.134000000000000,116.380000000000000,316.500000000000000,6/25/2012 0:00:00,3,63,10.800000000000001,11,7
1026,39.134000000000000,116.382000000000010,326.500000000000000,6/14/2012 0:00:00,5,49,13.600000000000000,13,12
1027,39.134000000000000,116.381000000000000,317.399999999999980,6/12/2007 0:00:00,3,68,7.900000000000000,11,12
1028,39.134999999999998,116.376000000000000,322.500000000000000,6/17/2007 0:00:00,5,52,8.000000000000000,13,7
1029,39.134000000000000,116.382000000000010,326.500000000000000,6/14/2012 0:00:00,5,49,13.600000000000000,13,12
1030,39.134999999999998,116.377000000000000,329.399999999999980,7/9/2011 0:00:00,3,66,15.699999999999999,11,7
1031,39.087000000000003,116.619000000000000,318.100000000000020,8/7/2014 0:00:00,5,33,10.500000000000000,13,12
1032,39.081000000000003,116.649000000000000,315.399999999999980,5/3/2014 0:00:00,5,21,7.300000000000000,13,12
1033,39.006000000000000,117.025000000000010,317.399999999999980,7/7/2011 0:00:00,5,64,12.900000000000000,13,12
1034,39.006000000000000,117.020000000000000,315.100000000000020,7/11/2012 0:00:00,3,46,9.600000000000000,11,12
1035,39.079000000000001,116.662000000000010,314.000000000000000,8/17/2012 0:00:00,5,45,10.300000000000001,13,12
1036,39.106999999999999,116.522000000000010,319.000000000000000,7/30/2013 0:00:00,3,57,11.900000000000000,11,10
1037,39.006000000000000,117.025000000000010,317.399999999999980,7/7/2011 0:00:00,5,64,12.900000000000000,13,12
1038,39.136000000000003,116.379000000000000,326.600000000000020,6/30/2012 0:00:00,5,71,17.199999999999999,13,7
1039,39.137000000000000,116.374000000000000,327.899999999999980,6/12/2011 0:00:00,5,77,16.800000000000001,13,12
1040,39.090000000000003,116.611000000000000,315.500000000000000,8/18/2014 0:00:00,3,51,10.900000000000000,11,12
1041,39.081000000000003,116.657000000000000,319.300000000000010,8/13/2013 0:00:00,5,21,14.199999999999999,13,12
1042,39.070000000000000,116.712000000000000,313.500000000000000,7/23/2010 0:00:00,2,39,52.500000000000000,10,13
1043,39.069000000000003,116.717000000000000,312.699999999999990,7/31/2013 0:00:00,2,42,52.700000000000003,10,13
1044,39.088000000000001,116.623000000000000,314.699999999999990,8/18/2014 0:00:00,3,47,10.300000000000001,11,12
1045,39.008000000000003,117.019000000000010,317.600000000000020,7/5/2013 0:00:00,3,67,14.199999999999999,11,12
1046,39.136000000000003,116.382000000000010,314.300000000000010,6/28/2007 0:00:00,3,22,6.200000000000000,11,12
1047,39.137000000000000,116.378000000000000,330.600000000000020,7/6/2010 0:00:00,3,70,17.300000000000001,11,7
1048,39.064999999999998,116.739000000000000,313.000000000000000,9/2/2006 0:00:00,5,26,8.600000000000000,13,12
1049,39.082000000000001,116.655000000000000,319.199999999999990,8/14/2014 0:00:00,5,39,11.300000000000001,13,12
1050,39.107999999999997,116.525000000000010,315.899999999999980,5/12/2014 0:00:00,5,65,8.000000000000000,13,12
1051,39.069000000000003,116.720000000000000,315.300000000000010,8/3/2013 0:00:00,6,19,69.799999999999997,14,10
1052,39.008000000000003,117.023000000000000,322.600000000000020,6/9/2012 0:00:00,3,75,11.699999999999999,11,12
1053,39.137999999999998,116.376000000000000,321.300000000000010,6/19/2008 0:00:00,5,62,10.000000000000000,13,7
1054,39.082999999999998,116.654000000000000,312.199999999999990,8/28/2012 0:00:00,3,43,7.800000000000000,11,12
1055,39.082000000000001,116.659000000000010,317.399999999999980,8/20/2013 0:00:00,5,34,12.100000000000000,13,12
1056,39.137000000000000,116.383000000000000,316.500000000000000,4/27/2008 0:00:00,3,63,10.100000000000000,11,12
1057,39.082999999999998,116.655000000000000,315.000000000000000,8/25/2014 0:00:00,3,51,12.500000000000000,11,12
1058,39.183000000000000,116.150000000000010,311.100000000000020,10/16/2011 0:00:00,5,46,7.300000000000000,13,12
1059,39.082999999999998,116.656000000000010,312.600000000000020,6/12/2013 0:00:00,3,41,8.000000000000000,11,12
1060,39.119000000000000,116.476000000000000,317.199999999999990,6/12/2007 0:00:00,3,67,8.000000000000000,11,12
1061,39.084000000000003,116.652000000000000,314.199999999999990,8/31/2013 0:00:00,3,44,8.900000000000000,11,12
1062,39.109999999999999,116.522000000000010,317.300000000000010,7/22/2010 0:00:00,3,68,10.400000000000000,11,12
1063,39.139000000000003,116.376000000000000,321.899999999999980,5/19/2010 0:00:00,3,49,9.800000000000001,11,12
1064,39.137999999999998,116.382000000000010,317.100000000000020,7/16/2011 0:00:00,3,15,10.100000000000000,11,12
1065,39.009000000000000,117.024000000000000,317.199999999999990,6/20/2010 0:00:00,3,67,10.600000000000000,11,12
1066,39.082999999999998,116.659000000000010,318.500000000000000,5/7/2014 0:00:00,3,63,7.400000000000000,11,12
1067,39.009999999999998,117.021000000000000,324.100000000000020,7/9/2011 0:00:00,3,70,16.600000000000001,11,12
1068,39.139000000000003,116.379000000000000,317.399999999999980,5/13/2008 0:00:00,3,27,11.000000000000000,11,12
1069,39.082999999999998,116.661000000000000,318.600000000000020,5/3/2014 0:00:00,5,42,11.100000000000000,13,12
1070,39.109999999999999,116.526000000000000,320.500000000000000,8/7/2014 0:00:00,5,43,11.199999999999999,13,13
1071,39.110999999999997,116.521000000000000,317.699999999999990,8/10/2011 0:00:00,3,60,11.800000000000001,11,12
1072,39.084000000000003,116.657000000000000,329.699999999999990,8/7/2014 0:00:00,5,51,23.699999999999999,13,12
1073,39.067000000000000,116.742000000000000,329.899999999999980,6/23/2006 0:00:00,5,80,12.699999999999999,13,12
1074,39.139000000000003,116.382000000000010,327.600000000000020,6/22/2009 0:00:00,5,81,15.500000000000000,13,12
1075,39.067999999999998,116.738000000000000,318.699999999999990,4/29/2010 0:00:00,5,62,9.400000000000000,13,12
1076,39.067000000000000,116.742999999999990,320.800000000000010,6/19/2008 0:00:00,5,54,10.300000000000001,13,12
1077,39.085000000000001,116.654000000000000,325.899999999999980,8/2/2014 0:00:00,3,79,21.699999999999999,11,12
1078,39.112000000000002,116.519000000000010,323.500000000000000,7/9/2011 0:00:00,3,76,12.800000000000001,11,12
1079,39.067000000000000,116.745000000000000,327.500000000000000,7/1/2009 0:00:00,5,22,12.900000000000000,13,12
1080,39.082999999999998,116.666000000000000,323.899999999999980,8/2/2014 0:00:00,3,56,17.300000000000001,11,12
1081,39.070999999999998,116.726000000000000,318.899999999999980,7/6/2013 0:00:00,2,35,54.899999999999999,10,10
1082,39.139000000000003,116.386000000000000,325.800000000000010,6/12/2011 0:00:00,5,79,14.400000000000000,13,12
1083,39.069000000000003,116.736999999999990,310.600000000000020,7/12/2012 0:00:00,2,28,45.000000000000000,10,10
1084,39.122999999999998,116.467000000000000,315.800000000000010,6/12/2013 0:00:00,3,55,8.500000000000000,11,12
1085,39.018999999999998,116.983999999999990,315.399999999999980,4/11/2013 0:00:00,3,54,14.000000000000000,11,12
1086,39.085999999999999,116.653000000000010,321.800000000000010,7/30/2013 0:00:00,3,66,16.199999999999999,11,12
1087,39.067999999999998,116.745000000000000,316.600000000000020,9/29/2006 0:00:00,3,57,11.000000000000000,11,12
1088,39.085000000000001,116.661000000000000,316.000000000000000,7/11/2012 0:00:00,3,29,10.600000000000000,11,12
1089,39.069000000000003,116.745000000000000,312.100000000000020,9/27/2013 0:00:00,3,44,9.900000000000000,11,12
1090,39.014000000000003,117.017000000000000,315.300000000000010,6/12/2013 0:00:00,3,47,11.100000000000000,11,12
1091,39.087000000000003,116.657000000000000,316.199999999999990,9/3/2014 0:00:00,3,65,14.000000000000000,11,12
1092,39.070000000000000,116.744000000000000,328.100000000000020,5/19/2010 0:00:00,3,40,14.400000000000000,11,10
1093,39.125000000000000,116.471999999999990,316.300000000000010,7/11/2012 0:00:00,3,65,8.800000000000001,11,12
1094,39.072000000000003,116.738000000000000,310.899999999999980,10/4/2007 0:00:00,3,33,7.200000000000000,11,12
1095,39.088000000000001,116.660000000000000,320.600000000000020,4/25/2013 0:00:00,3,66,13.000000000000000,11,12
1096,39.072000000000003,116.741000000000000,326.699999999999990,6/4/2010 0:00:00,3,36,12.000000000000000,11,12
1097,39.072000000000003,116.739999999999990,305.600000000000020,6/6/2010 0:00:00,14,34,9.600000000000000,22,12
1098,39.072000000000003,116.741000000000000,326.699999999999990,6/4/2010 0:00:00,3,36,12.000000000000000,11,12
1099,39.186000000000000,116.167000000000000,310.000000000000000,11/3/2013 0:00:00,3,18,11.000000000000000,11,12
1100,38.969999999999999,117.242000000000000,332.399999999999980,2/22/2013 0:00:00,3,85,45.000000000000000,11,6
1101,39.070000000000000,116.753000000000000,328.800000000000010,6/4/2010 0:00:00,3,54,15.699999999999999,11,12
