FID,latitude,longitude,brightness,acq_date,acq_time,confidence,frp,RASTERVALU,local_time
563,40.607999999999997,116.489000000000000,313.600000000000020,4/2/2013 0:00:00,3,58,14.2,6,11
564,40.576000000000001,116.858999999999990,313.199999999999990,10/31/2006 0:00:00,5,57,26.2,5,13
580,40.956000000000003,116.355999999999990,320.199999999999990,3/21/2014 0:00:00,6,72,23.8,5,14
16,38.859000000000002,116.022000000000010,310.500000000000000,7/24/2010 0:00:00,3,32,6.700000000000000,8,11
137,39.070999999999998,117.334999999999990,321.800000000000010,7/19/2007 0:00:00,5,8,9.500000000000000,7,13
184,39.203000000000003,117.188000000000000,320.000000000000000,6/23/2008 0:00:00,3,63,7.100000000000000,7,11
187,39.186999999999998,117.322999999999990,316.100000000000020,6/12/2013 0:00:00,3,45,10.699999999999999,8,11
188,39.195000000000000,117.294000000000000,321.000000000000000,6/23/2008 0:00:00,3,70,10.800000000000001,8,11