FID,latitude,longitude,brightness,acq_date,acq_time,confidence,frp,RASTERVALU,local_time
0,38.686000000000000,116.299000000000010,332.399999999999980,3/26/2011 0:00:00,14,100,59.600000000000001,12,22
1,38.697000000000003,116.281000000000010,315.100000000000020,10/11/2013 0:00:00,3,63,10.000000000000000,12,11
2,38.713000000000001,116.224999999999990,315.899999999999980,6/30/2008 0:00:00,3,65,9.800000000000001,12,11
3,38.713000000000001,116.224999999999990,315.899999999999980,6/30/2008 0:00:00,3,65,9.800000000000001,12,11
4,38.731999999999999,116.134000000000000,318.399999999999980,10/18/2013 0:00:00,3,69,20.300000000000001,13,11
5,38.729999999999997,116.145000000000000,321.800000000000010,10/18/2013 0:00:00,3,74,24.800000000000001,13,11
6,38.734000000000002,116.129000000000000,318.899999999999980,5/27/2011 0:00:00,5,28,11.000000000000000,13,13
7,38.737000000000002,116.133000000000000,315.699999999999990,6/30/2008 0:00:00,3,44,6.800000000000000,13,11
8,38.744999999999997,116.119000000000000,317.899999999999980,5/5/2009 0:00:00,5,28,9.800000000000001,12,13
9,38.767000000000003,116.187000000000000,310.600000000000020,10/11/2013 0:00:00,3,41,6.300000000000000,12,11
10,38.798000000000002,116.148000000000000,327.699999999999990,6/9/2012 0:00:00,3,81,12.400000000000000,12,11
11,38.796999999999997,116.160000000000000,326.600000000000020,6/9/2012 0:00:00,3,80,10.600000000000000,12,11
12,38.796999999999997,116.162000000000010,324.300000000000010,6/15/2014 0:00:00,3,77,13.199999999999999,12,11
13,38.798999999999999,116.150000000000010,322.899999999999980,6/15/2014 0:00:00,3,76,11.300000000000001,12,11
14,38.796999999999997,116.162000000000010,324.300000000000010,6/15/2014 0:00:00,3,77,13.199999999999999,12,11
15,38.825000000000003,116.054000000000000,314.199999999999990,7/23/2008 0:00:00,3,53,10.000000000000000,12,11
16,38.859000000000002,116.022000000000010,310.500000000000000,7/24/2010 0:00:00,3,32,6.700000000000000,8,11
17,38.887999999999998,115.940000000000000,321.000000000000000,6/26/2013 0:00:00,5,56,15.400000000000000,12,13
18,38.920000000000002,115.911000000000000,306.199999999999990,6/20/2005 0:00:00,15,43,9.500000000000000,12,23
19,38.927000000000000,115.967000000000000,316.100000000000020,7/30/2013 0:00:00,3,65,10.500000000000000,12,11
20,38.941000000000003,115.915000000000010,307.199999999999990,6/20/2005 0:00:00,15,53,10.800000000000001,12,23
21,38.868000000000002,116.393000000000000,319.399999999999980,9/19/2014 0:00:00,3,71,16.600000000000001,12,11
22,38.920000000000002,116.310000000000000,320.699999999999990,5/27/2011 0:00:00,5,71,12.300000000000001,12,13
23,38.921999999999997,116.308000000000010,328.899999999999980,6/9/2012 0:00:00,3,82,12.199999999999999,12,11
24,38.921999999999997,116.308000000000010,328.899999999999980,6/9/2012 0:00:00,3,82,12.199999999999999,12,11
25,38.911000000000001,116.482000000000000,314.399999999999980,3/23/2009 0:00:00,6,61,10.400000000000000,13,14
26,38.993000000000002,116.117999999999990,315.300000000000010,6/14/2007 0:00:00,14,88,21.000000000000000,12,22
27,39.003000000000000,116.092000000000000,326.300000000000010,6/28/2011 0:00:00,5,77,14.400000000000000,12,13
28,39.005000000000003,116.089000000000000,323.199999999999990,5/27/2011 0:00:00,5,68,14.800000000000001,13,13
29,38.829000000000001,116.976000000000000,311.100000000000020,3/16/2009 0:00:00,6,46,6.200000000000000,12,14
30,39.002000000000002,116.116000000000000,314.000000000000000,6/14/2007 0:00:00,14,84,19.399999999999999,12,22
31,39.003999999999998,116.128000000000000,309.800000000000010,6/14/2007 0:00:00,14,68,15.000000000000000,12,22
32,38.875000000000000,116.777000000000000,323.699999999999990,7/16/2012 0:00:00,5,33,13.900000000000000,12,13
33,39.009000000000000,116.121000000000000,321.199999999999990,6/14/2007 0:00:00,14,100,30.199999999999999,12,22
34,38.878999999999998,116.794000000000000,319.899999999999980,6/15/2014 0:00:00,3,39,10.800000000000001,12,11
35,38.853000000000002,116.935000000000000,315.699999999999990,8/7/2010 0:00:00,3,64,10.000000000000000,12,11
36,38.856000000000002,116.932000000000000,318.600000000000020,7/22/2010 0:00:00,3,70,11.199999999999999,14,11
37,38.853999999999999,116.944000000000000,315.600000000000020,7/22/2010 0:00:00,3,62,8.000000000000000,12,11
38,38.853999999999999,116.944000000000000,315.600000000000020,7/22/2010 0:00:00,3,62,8.000000000000000,12,11
39,38.869999999999997,116.973000000000000,313.300000000000010,11/20/2013 0:00:00,6,58,33.000000000000000,12,14
40,38.994000000000000,116.367000000000000,322.000000000000000,6/26/2013 0:00:00,5,39,14.100000000000000,12,13
41,39.017000000000003,116.337000000000000,316.199999999999990,6/25/2010 0:00:00,5,52,6.800000000000000,12,13
42,38.965000000000003,116.608000000000000,315.300000000000010,6/15/2014 0:00:00,3,50,5.000000000000000,12,11
43,38.904000000000003,116.932000000000000,321.300000000000010,7/22/2010 0:00:00,3,74,15.600000000000000,12,11
44,38.904000000000003,116.932000000000000,321.300000000000010,7/22/2010 0:00:00,3,74,15.600000000000000,12,11
45,38.895000000000003,116.977999999999990,324.500000000000000,6/10/2007 0:00:00,5,78,8.800000000000001,12,13
46,38.898000000000003,116.968999999999990,317.100000000000020,7/22/2010 0:00:00,3,67,11.300000000000001,12,11
47,38.898000000000003,116.971000000000000,322.199999999999990,6/30/2006 0:00:00,5,75,15.300000000000001,12,13
48,38.896000000000001,116.980999999999990,316.699999999999990,7/22/2010 0:00:00,3,65,10.500000000000000,12,11
49,39.015999999999998,116.397000000000010,316.000000000000000,8/24/2012 0:00:00,5,41,10.199999999999999,12,13
