FID,latitude,longitude,brightness,acq_date,acq_time,confidence,frp,RASTERVALU,local_time
174,39.143000000000001,117.297000000000000,318.500000000000000,5/12/2010 0:00:00,3,57,8.900000000000000,13,11
175,39.198999999999998,117.036000000000000,312.800000000000010,2/11/2009 0:00:00,3,56,16.000000000000000,13,11
177,39.195000000000000,117.093999999999990,314.699999999999990,6/25/2012 0:00:00,3,55,8.100000000000000,13,11
181,39.204000000000001,117.176000000000000,322.600000000000020,6/23/2008 0:00:00,3,75,10.199999999999999,13,11
182,39.189999999999998,117.245000000000000,324.000000000000000,7/18/2012 0:00:00,3,52,14.699999999999999,13,11
183,39.189999999999998,117.246000000000000,323.000000000000000,6/12/2013 0:00:00,3,39,13.000000000000000,13,11
185,39.194000000000003,117.242000000000000,315.000000000000000,4/27/2011 0:00:00,5,57,10.000000000000000,13,13
195,39.229999999999997,117.212000000000000,321.899999999999980,6/25/2012 0:00:00,3,49,14.500000000000000,13,11
226,39.274000000000001,117.483999999999990,316.800000000000010,8/13/2013 0:00:00,5,67,11.500000000000000,13,13
243,39.389000000000003,117.044000000000000,314.100000000000020,6/25/2012 0:00:00,3,42,8.300000000000001,13,11
325,39.530000000000001,117.188999999999990,323.600000000000020,6/15/2009 0:00:00,5,76,12.699999999999999,13,13
368,39.606000000000002,117.959999999999990,315.800000000000010,6/17/2013 0:00:00,5,49,7.700000000000000,13,13
369,39.607999999999997,117.953000000000000,305.699999999999990,6/20/2012 0:00:00,14,36,10.699999999999999,13,22
373,39.734000000000002,117.420000000000000,318.199999999999990,5/15/2011 0:00:00,3,68,9.500000000000000,13,11
374,39.734999999999999,117.417000000000000,317.899999999999980,6/20/2010 0:00:00,3,69,9.800000000000001,13,11
387,39.860999999999997,117.627000000000000,319.199999999999990,6/17/2013 0:00:00,5,71,11.600000000000000,13,13
394,39.875000000000000,117.712000000000000,312.800000000000010,6/12/2013 0:00:00,3,43,9.199999999999999,13,11
397,39.899000000000001,117.658000000000000,315.399999999999980,6/12/2013 0:00:00,3,64,12.300000000000001,13,11
